Ord_id,Order_Date,Order_Priority
Ord_4011,06-06-2011,MEDIUM
Ord_5291,06-06-2011,NOT SPECIFIED
Ord_1364,07-06-2011,HIGH
Ord_3060,07-06-2011,MEDIUM
Ord_3727,07-06-2011,NOT SPECIFIED
Ord_4765,07-06-2011,LOW
Ord_1831,08-06-2011,NOT SPECIFIED
Ord_2901,08-06-2011,LOW
Ord_654,09-06-2011,CRITICAL
Ord_2607,09-06-2011,HIGH
Ord_4215,09-06-2011,LOW
Ord_1327,10-06-2011,NOT SPECIFIED
Ord_4040,10-06-2011,HIGH
Ord_4688,10-06-2011,MEDIUM
Ord_1111,11-06-2011,NOT SPECIFIED
Ord_2238,11-06-2011,MEDIUM
Ord_5354,11-06-2011,CRITICAL
Ord_2112,12-06-2011,NOT SPECIFIED
Ord_4265,12-06-2011,HIGH
Ord_4414,12-06-2011,LOW
Ord_851,01-07-2011,CRITICAL
Ord_3221,01-07-2011,MEDIUM
Ord_1079,02-07-2011,CRITICAL
Ord_1439,02-07-2011,LOW
Ord_1499,02-07-2011,CRITICAL
Ord_2463,02-07-2011,MEDIUM
Ord_4342,02-07-2011,NOT SPECIFIED
Ord_375,03-07-2011,MEDIUM
Ord_912,03-07-2011,HIGH
Ord_3471,03-07-2011,LOW
Ord_4754,03-07-2011,LOW
Ord_5016,03-07-2011,CRITICAL
Ord_5072,04-07-2011,LOW
Ord_5409,04-07-2011,NOT SPECIFIED
Ord_958,05-07-2011,MEDIUM
Ord_2667,05-07-2011,NOT SPECIFIED
Ord_3672,05-07-2011,HIGH
Ord_4321,05-07-2011,CRITICAL
Ord_5222,05-07-2011,MEDIUM
Ord_115,06-07-2011,CRITICAL
Ord_988,06-07-2011,LOW
Ord_4519,06-07-2011,LOW
Ord_4522,06-07-2011,HIGH
Ord_2793,07-07-2011,HIGH
Ord_3351,07-07-2011,HIGH
Ord_4280,07-07-2011,NOT SPECIFIED
Ord_50,08-07-2011,LOW
Ord_390,08-07-2011,MEDIUM
Ord_704,08-07-2011,CRITICAL
Ord_1485,08-07-2011,HIGH
Ord_991,09-07-2011,CRITICAL
Ord_1145,09-07-2011,NOT SPECIFIED
Ord_1622,09-07-2011,NOT SPECIFIED
Ord_2223,09-07-2011,HIGH
Ord_3141,09-07-2011,CRITICAL
Ord_1310,10-07-2011,NOT SPECIFIED
Ord_1442,10-07-2011,LOW
Ord_1677,10-07-2011,LOW
Ord_2912,10-07-2011,HIGH
Ord_854,11-07-2011,CRITICAL
Ord_3862,11-07-2011,LOW
Ord_4303,11-07-2011,CRITICAL
Ord_4356,11-07-2011,MEDIUM
Ord_5307,11-07-2011,HIGH
Ord_437,12-07-2011,CRITICAL
Ord_1581,12-07-2011,CRITICAL
Ord_2285,12-07-2011,CRITICAL
Ord_2431,12-07-2011,MEDIUM
Ord_2916,12-07-2011,LOW
Ord_328,01-08-2011,MEDIUM
Ord_2768,01-08-2011,MEDIUM
Ord_3797,01-08-2011,LOW
Ord_4399,01-08-2011,LOW
Ord_136,02-08-2011,CRITICAL
Ord_487,02-08-2011,CRITICAL
Ord_5275,02-08-2011,HIGH
Ord_183,03-08-2011,NOT SPECIFIED
Ord_2190,03-08-2011,CRITICAL
Ord_2779,03-08-2011,NOT SPECIFIED
Ord_3938,03-08-2011,NOT SPECIFIED
Ord_5027,03-08-2011,LOW
Ord_303,04-08-2011,HIGH
Ord_763,04-08-2011,MEDIUM
Ord_1394,04-08-2011,NOT SPECIFIED
Ord_2781,04-08-2011,NOT SPECIFIED
Ord_3034,04-08-2011,NOT SPECIFIED
Ord_5363,04-08-2011,NOT SPECIFIED
Ord_174,05-08-2011,NOT SPECIFIED
Ord_1970,05-08-2011,HIGH
Ord_2468,05-08-2011,MEDIUM
Ord_3838,05-08-2011,HIGH
Ord_3957,05-08-2011,HIGH
Ord_4010,06-08-2011,NOT SPECIFIED
Ord_4946,06-08-2011,HIGH
Ord_34,07-08-2011,NOT SPECIFIED
Ord_5221,07-08-2011,NOT SPECIFIED
Ord_159,08-08-2011,NOT SPECIFIED
Ord_2395,08-08-2011,LOW
Ord_3255,08-08-2011,CRITICAL
Ord_3493,08-08-2011,HIGH
Ord_4272,08-08-2011,LOW
Ord_872,09-08-2011,CRITICAL
Ord_877,09-08-2011,CRITICAL
Ord_939,09-08-2011,CRITICAL
Ord_1035,09-08-2011,HIGH
Ord_4386,09-08-2011,LOW
Ord_628,10-08-2011,CRITICAL
Ord_5236,10-08-2011,CRITICAL
Ord_2366,11-08-2011,CRITICAL
Ord_2797,11-08-2011,LOW
Ord_1906,12-08-2011,MEDIUM
Ord_3500,12-08-2011,HIGH
Ord_3946,12-08-2011,CRITICAL
Ord_686,01-09-2011,MEDIUM
Ord_1385,01-09-2011,CRITICAL
Ord_3075,01-09-2011,MEDIUM
Ord_3655,01-09-2011,HIGH
Ord_3894,01-09-2011,LOW
Ord_4695,01-09-2011,MEDIUM
Ord_5164,02-09-2011,CRITICAL
Ord_16,03-09-2011,LOW
Ord_586,04-09-2011,LOW
Ord_1498,04-09-2011,CRITICAL
Ord_3484,04-09-2011,NOT SPECIFIED
Ord_4047,04-09-2011,MEDIUM
Ord_5168,04-09-2011,NOT SPECIFIED
Ord_5270,04-09-2011,LOW
Ord_641,05-09-2011,NOT SPECIFIED
Ord_2104,05-09-2011,HIGH
Ord_3128,05-09-2011,CRITICAL
Ord_192,06-09-2011,LOW
Ord_277,06-09-2011,HIGH
Ord_4864,06-09-2011,HIGH
Ord_1389,08-09-2011,NOT SPECIFIED
Ord_3016,08-09-2011,LOW
Ord_3121,08-09-2011,LOW
Ord_5178,08-09-2011,CRITICAL
Ord_2189,09-09-2011,MEDIUM
Ord_2477,09-09-2011,LOW
Ord_4287,09-09-2011,NOT SPECIFIED
Ord_90,10-09-2011,HIGH
Ord_804,10-09-2011,MEDIUM
Ord_814,10-09-2011,CRITICAL
Ord_816,10-09-2011,LOW
Ord_1566,10-09-2011,LOW
Ord_4031,10-09-2011,CRITICAL
Ord_4269,10-09-2011,LOW
Ord_520,11-09-2011,LOW
Ord_1082,11-09-2011,MEDIUM
Ord_2076,11-09-2011,CRITICAL
Ord_1138,12-09-2011,MEDIUM
Ord_1361,12-09-2011,NOT SPECIFIED
Ord_3736,12-09-2011,NOT SPECIFIED
Ord_4412,12-09-2011,MEDIUM
Ord_220,01-10-2011,NOT SPECIFIED
Ord_798,01-10-2011,CRITICAL
Ord_825,01-10-2011,CRITICAL
Ord_1203,01-10-2011,HIGH
Ord_1571,01-10-2011,LOW
Ord_2495,01-10-2011,CRITICAL
Ord_4668,01-10-2011,HIGH
Ord_467,02-10-2011,NOT SPECIFIED
Ord_2454,02-10-2011,CRITICAL
Ord_2529,02-10-2011,LOW
Ord_2882,02-10-2011,LOW
Ord_5106,02-10-2011,LOW
Ord_454,03-10-2011,MEDIUM
Ord_673,03-10-2011,LOW
Ord_716,03-10-2011,MEDIUM
Ord_981,03-10-2011,HIGH
Ord_1431,03-10-2011,MEDIUM
Ord_3517,03-10-2011,MEDIUM
Ord_4581,03-10-2011,CRITICAL
Ord_5459,03-10-2011,MEDIUM
Ord_89,04-10-2011,NOT SPECIFIED
Ord_1415,04-10-2011,MEDIUM
Ord_4452,04-10-2011,CRITICAL
Ord_3876,05-10-2011,HIGH
Ord_1395,06-10-2011,MEDIUM
Ord_2728,06-10-2011,HIGH
Ord_2801,06-10-2011,MEDIUM
Ord_3411,06-10-2011,NOT SPECIFIED
Ord_3944,06-10-2011,HIGH
Ord_3,07-10-2011,HIGH
Ord_999,07-10-2011,LOW
Ord_4791,07-10-2011,LOW
Ord_5066,07-10-2011,CRITICAL
Ord_5467,07-10-2011,NOT SPECIFIED
Ord_145,08-10-2011,CRITICAL
Ord_236,08-10-2011,HIGH
Ord_582,08-10-2011,HIGH
Ord_88,09-10-2011,LOW
Ord_1383,09-10-2011,HIGH
Ord_1783,09-10-2011,CRITICAL
Ord_2254,09-10-2011,CRITICAL
Ord_4348,09-10-2011,NOT SPECIFIED
Ord_5127,09-10-2011,CRITICAL
Ord_23,10-10-2011,HIGH
Ord_58,10-10-2011,NOT SPECIFIED
Ord_2248,10-10-2011,LOW
Ord_4938,10-10-2011,MEDIUM
Ord_180,11-10-2011,HIGH
Ord_531,11-10-2011,CRITICAL
Ord_1705,11-10-2011,NOT SPECIFIED
Ord_1749,11-10-2011,LOW
Ord_2844,11-10-2011,CRITICAL
Ord_4631,11-10-2011,CRITICAL
Ord_1514,12-10-2011,HIGH
Ord_2109,12-10-2011,NOT SPECIFIED
Ord_2246,12-10-2011,NOT SPECIFIED
Ord_2522,12-10-2011,CRITICAL
Ord_3930,12-10-2011,NOT SPECIFIED
Ord_4440,12-10-2011,LOW
Ord_4528,12-10-2011,HIGH
Ord_4537,12-10-2011,NOT SPECIFIED
Ord_366,01-11-2011,LOW
Ord_1244,01-11-2011,HIGH
Ord_2770,01-11-2011,CRITICAL
Ord_4367,01-11-2011,CRITICAL
Ord_2601,02-11-2011,LOW
Ord_2645,02-11-2011,CRITICAL
Ord_4625,02-11-2011,HIGH
Ord_480,03-11-2011,MEDIUM
Ord_3268,03-11-2011,NOT SPECIFIED
Ord_3477,03-11-2011,MEDIUM
Ord_98,04-11-2011,HIGH
Ord_983,04-11-2011,HIGH
Ord_1331,04-11-2011,MEDIUM
Ord_2273,04-11-2011,CRITICAL
Ord_4770,04-11-2011,CRITICAL
Ord_4932,04-11-2011,HIGH
Ord_4955,04-11-2011,MEDIUM
Ord_2620,05-11-2011,CRITICAL
Ord_2798,05-11-2011,HIGH
Ord_1459,06-11-2011,CRITICAL
Ord_2569,06-11-2011,NOT SPECIFIED
Ord_3074,06-11-2011,MEDIUM
Ord_3123,06-11-2011,HIGH
Ord_3701,06-11-2011,CRITICAL
Ord_198,07-11-2011,CRITICAL
Ord_2387,08-11-2011,LOW
Ord_2602,08-11-2011,HIGH
Ord_3670,08-11-2011,CRITICAL
Ord_5147,08-11-2011,HIGH
Ord_5337,08-11-2011,MEDIUM
Ord_835,09-11-2011,CRITICAL
Ord_2174,09-11-2011,HIGH
Ord_3203,09-11-2011,HIGH
Ord_4092,09-11-2011,LOW
Ord_4579,09-11-2011,NOT SPECIFIED
Ord_4925,09-11-2011,LOW
Ord_732,10-11-2011,HIGH
Ord_3383,10-11-2011,MEDIUM
Ord_4422,10-11-2011,LOW
Ord_2059,11-11-2011,MEDIUM
Ord_2493,12-11-2011,CRITICAL
Ord_4574,12-11-2011,HIGH
Ord_4996,12-11-2011,CRITICAL
Ord_2517,02-12-2011,NOT SPECIFIED
Ord_3986,02-12-2011,LOW
Ord_919,03-12-2011,HIGH
Ord_1428,03-12-2011,LOW
Ord_3479,03-12-2011,NOT SPECIFIED
Ord_1158,04-12-2011,MEDIUM
Ord_1475,04-12-2011,NOT SPECIFIED
Ord_3243,05-12-2011,HIGH
Ord_4177,05-12-2011,NOT SPECIFIED
Ord_4427,05-12-2011,LOW
Ord_4692,05-12-2011,CRITICAL
Ord_5327,05-12-2011,HIGH
Ord_2235,06-12-2011,LOW
Ord_3626,06-12-2011,MEDIUM
Ord_4719,06-12-2011,LOW
Ord_1747,07-12-2011,HIGH
Ord_2552,07-12-2011,LOW
Ord_4659,07-12-2011,LOW
Ord_4820,07-12-2011,NOT SPECIFIED
Ord_5054,07-12-2011,MEDIUM
Ord_5439,07-12-2011,LOW
Ord_168,08-12-2011,MEDIUM
Ord_1995,08-12-2011,LOW
Ord_282,09-12-2011,HIGH
Ord_832,09-12-2011,HIGH
Ord_1318,09-12-2011,MEDIUM
Ord_3263,09-12-2011,LOW
Ord_3545,09-12-2011,LOW
Ord_3708,09-12-2011,HIGH
Ord_4234,09-12-2011,MEDIUM
Ord_4341,09-12-2011,MEDIUM
Ord_1006,10-12-2011,NOT SPECIFIED
Ord_2929,10-12-2011,NOT SPECIFIED
Ord_3821,10-12-2011,HIGH
Ord_3872,10-12-2011,NOT SPECIFIED
Ord_41,11-12-2011,LOW
Ord_717,11-12-2011,HIGH
Ord_870,11-12-2011,MEDIUM
Ord_4616,11-12-2011,CRITICAL
Ord_4904,11-12-2011,CRITICAL
Ord_3682,12-12-2011,MEDIUM
Ord_668,01-01-2012,LOW
Ord_1670,02-01-2012,HIGH
Ord_2148,02-01-2012,CRITICAL
Ord_5149,02-01-2012,MEDIUM
Ord_5475,02-01-2012,MEDIUM
Ord_838,03-01-2012,LOW
Ord_2452,03-01-2012,HIGH
Ord_2850,03-01-2012,MEDIUM
Ord_4801,03-01-2012,NOT SPECIFIED
Ord_1438,04-01-2012,MEDIUM
Ord_1608,04-01-2012,NOT SPECIFIED
Ord_4033,04-01-2012,NOT SPECIFIED
Ord_4131,04-01-2012,HIGH
Ord_4134,05-01-2012,HIGH
Ord_5036,05-01-2012,CRITICAL
Ord_1272,06-01-2012,LOW
Ord_4641,06-01-2012,LOW
Ord_4780,06-01-2012,CRITICAL
Ord_5412,06-01-2012,CRITICAL
Ord_819,07-01-2012,NOT SPECIFIED
Ord_3262,08-01-2012,HIGH
Ord_3459,08-01-2012,LOW
Ord_3836,08-01-2012,NOT SPECIFIED
Ord_4176,08-01-2012,HIGH
Ord_5347,08-01-2012,NOT SPECIFIED
Ord_228,09-01-2012,HIGH
Ord_2050,09-01-2012,MEDIUM
Ord_2504,09-01-2012,CRITICAL
Ord_2691,09-01-2012,NOT SPECIFIED
Ord_4567,09-01-2012,NOT SPECIFIED
Ord_2,10-01-2012,HIGH
Ord_539,10-01-2012,NOT SPECIFIED
Ord_4152,10-01-2012,MEDIUM
Ord_4339,10-01-2012,HIGH
Ord_5087,10-01-2012,CRITICAL
Ord_308,11-01-2012,NOT SPECIFIED
Ord_1083,11-01-2012,LOW
Ord_1835,11-01-2012,LOW
Ord_3301,11-01-2012,NOT SPECIFIED
Ord_4290,11-01-2012,CRITICAL
Ord_4983,11-01-2012,CRITICAL
Ord_1212,12-01-2012,NOT SPECIFIED
Ord_2373,12-01-2012,NOT SPECIFIED
Ord_182,01-02-2012,MEDIUM
Ord_4306,01-02-2012,CRITICAL
Ord_5018,01-02-2012,MEDIUM
Ord_1567,02-02-2012,MEDIUM
Ord_2884,02-02-2012,MEDIUM
Ord_4406,02-02-2012,LOW
Ord_4898,02-02-2012,LOW
Ord_5457,02-02-2012,CRITICAL
Ord_167,03-02-2012,LOW
Ord_1113,03-02-2012,CRITICAL
Ord_1121,03-02-2012,HIGH
Ord_2572,03-02-2012,HIGH
Ord_2966,03-02-2012,LOW
Ord_3144,03-02-2012,LOW
Ord_5136,03-02-2012,LOW
Ord_3393,04-02-2012,MEDIUM
Ord_29,05-02-2012,HIGH
Ord_1649,05-02-2012,LOW
Ord_3001,05-02-2012,LOW
Ord_5132,05-02-2012,LOW
Ord_1051,06-02-2012,NOT SPECIFIED
Ord_1879,06-02-2012,LOW
Ord_1888,06-02-2012,MEDIUM
Ord_3181,06-02-2012,MEDIUM
Ord_4970,06-02-2012,CRITICAL
Ord_5138,06-02-2012,MEDIUM
Ord_5252,06-02-2012,NOT SPECIFIED
Ord_1132,07-02-2012,HIGH
Ord_1972,07-02-2012,NOT SPECIFIED
Ord_2243,07-02-2012,LOW
Ord_2347,07-02-2012,NOT SPECIFIED
Ord_4184,07-02-2012,NOT SPECIFIED
Ord_4546,07-02-2012,CRITICAL
Ord_2538,08-02-2012,CRITICAL
Ord_4619,08-02-2012,LOW
Ord_1154,09-02-2012,NOT SPECIFIED
Ord_1758,09-02-2012,HIGH
Ord_1918,09-02-2012,CRITICAL
Ord_2422,09-02-2012,LOW
Ord_4263,09-02-2012,CRITICAL
Ord_4622,09-02-2012,NOT SPECIFIED
Ord_4663,09-02-2012,LOW
Ord_694,10-02-2012,CRITICAL
Ord_4566,10-02-2012,NOT SPECIFIED
Ord_5035,10-02-2012,LOW
Ord_5349,11-02-2012,HIGH
Ord_1028,12-02-2012,NOT SPECIFIED
Ord_1368,12-02-2012,MEDIUM
Ord_2812,12-02-2012,HIGH
Ord_3396,12-02-2012,CRITICAL
Ord_3536,12-02-2012,CRITICAL
Ord_4453,12-02-2012,NOT SPECIFIED
Ord_68,01-03-2012,MEDIUM
Ord_1962,01-03-2012,LOW
Ord_3650,01-03-2012,LOW
Ord_4693,01-03-2012,MEDIUM
Ord_5073,01-03-2012,CRITICAL
Ord_153,03-03-2012,HIGH
Ord_1843,03-03-2012,MEDIUM
Ord_2287,03-03-2012,HIGH
Ord_4368,03-03-2012,CRITICAL
Ord_4635,03-03-2012,NOT SPECIFIED
Ord_4764,03-03-2012,CRITICAL
Ord_5321,03-03-2012,MEDIUM
Ord_1375,04-03-2012,NOT SPECIFIED
Ord_2237,04-03-2012,LOW
Ord_3166,04-03-2012,CRITICAL
Ord_5482,04-03-2012,CRITICAL
Ord_1025,05-03-2012,CRITICAL
Ord_2648,05-03-2012,CRITICAL
Ord_2885,05-03-2012,MEDIUM
Ord_4063,05-03-2012,LOW
Ord_4762,05-03-2012,LOW
Ord_5061,05-03-2012,CRITICAL
Ord_4708,06-03-2012,MEDIUM
Ord_294,07-03-2012,CRITICAL
Ord_619,07-03-2012,HIGH
Ord_3735,07-03-2012,MEDIUM
Ord_5041,07-03-2012,MEDIUM
Ord_965,08-03-2012,HIGH
Ord_1073,08-03-2012,NOT SPECIFIED
Ord_1616,09-03-2012,CRITICAL
Ord_1810,09-03-2012,HIGH
Ord_2744,09-03-2012,HIGH
Ord_4370,09-03-2012,NOT SPECIFIED
Ord_5491,09-03-2012,LOW
Ord_2902,10-03-2012,HIGH
Ord_3005,10-03-2012,HIGH
Ord_892,11-03-2012,HIGH
Ord_2457,11-03-2012,NOT SPECIFIED
Ord_397,12-03-2012,CRITICAL
Ord_975,12-03-2012,CRITICAL
Ord_1613,12-03-2012,LOW
Ord_2063,12-03-2012,CRITICAL
Ord_2406,12-03-2012,LOW
Ord_3127,01-04-2012,NOT SPECIFIED
Ord_3172,01-04-2012,LOW
Ord_3371,01-04-2012,CRITICAL
Ord_3683,01-04-2012,LOW
Ord_5239,01-04-2012,CRITICAL
Ord_2741,02-04-2012,LOW
Ord_2847,02-04-2012,CRITICAL
Ord_598,03-04-2012,CRITICAL
Ord_656,03-04-2012,LOW
Ord_1627,03-04-2012,LOW
Ord_2476,03-04-2012,CRITICAL
Ord_2769,03-04-2012,CRITICAL
Ord_4744,03-04-2012,MEDIUM
Ord_1054,04-04-2012,NOT SPECIFIED
Ord_1887,04-04-2012,CRITICAL
Ord_5135,04-04-2012,MEDIUM
Ord_55,05-04-2012,LOW
Ord_714,05-04-2012,CRITICAL
Ord_2613,05-04-2012,LOW
Ord_4210,05-04-2012,MEDIUM
Ord_5214,05-04-2012,LOW
Ord_3091,06-04-2012,CRITICAL
Ord_4163,06-04-2012,NOT SPECIFIED
Ord_10,08-04-2012,NOT SPECIFIED
Ord_17,08-04-2012,HIGH
Ord_806,08-04-2012,NOT SPECIFIED
Ord_2290,08-04-2012,HIGH
Ord_3922,08-04-2012,CRITICAL
Ord_4790,08-04-2012,CRITICAL
Ord_5365,08-04-2012,CRITICAL
Ord_1554,09-04-2012,LOW
Ord_2006,09-04-2012,LOW
Ord_2589,09-04-2012,CRITICAL
Ord_1009,10-04-2012,NOT SPECIFIED
Ord_1851,10-04-2012,NOT SPECIFIED
Ord_2841,10-04-2012,CRITICAL
Ord_4144,10-04-2012,CRITICAL
Ord_5332,10-04-2012,LOW
Ord_647,11-04-2012,HIGH
Ord_4500,11-04-2012,HIGH
Ord_672,12-04-2012,HIGH
Ord_3281,12-04-2012,HIGH
Ord_5133,12-04-2012,CRITICAL
Ord_5390,12-04-2012,LOW
Ord_607,01-05-2012,LOW
Ord_1236,01-05-2012,HIGH
Ord_1335,01-05-2012,HIGH
Ord_1776,01-05-2012,HIGH
Ord_1820,01-05-2012,HIGH
Ord_1900,01-05-2012,MEDIUM
Ord_2349,01-05-2012,LOW
Ord_1396,02-05-2012,NOT SPECIFIED
Ord_2180,02-05-2012,MEDIUM
Ord_4300,02-05-2012,LOW
Ord_4901,02-05-2012,NOT SPECIFIED
Ord_3427,03-05-2012,CRITICAL
Ord_4006,03-05-2012,NOT SPECIFIED
Ord_4562,03-05-2012,LOW
Ord_620,04-05-2012,NOT SPECIFIED
Ord_631,04-05-2012,HIGH
Ord_1412,04-05-2012,NOT SPECIFIED
Ord_5262,04-05-2012,CRITICAL
Ord_472,05-05-2012,HIGH
Ord_661,05-05-2012,NOT SPECIFIED
Ord_712,05-05-2012,CRITICAL
Ord_739,05-05-2012,NOT SPECIFIED
Ord_3528,05-05-2012,LOW
Ord_559,06-05-2012,LOW
Ord_3405,06-05-2012,MEDIUM
Ord_4102,06-05-2012,HIGH
Ord_1112,07-05-2012,NOT SPECIFIED
Ord_1185,07-05-2012,MEDIUM
Ord_102,08-05-2012,MEDIUM
Ord_1141,08-05-2012,LOW
Ord_1737,08-05-2012,HIGH
Ord_1904,08-05-2012,HIGH
Ord_2675,08-05-2012,CRITICAL
Ord_469,09-05-2012,LOW
Ord_635,09-05-2012,CRITICAL
Ord_803,09-05-2012,LOW
Ord_1033,09-05-2012,NOT SPECIFIED
Ord_1386,09-05-2012,HIGH
Ord_1452,09-05-2012,NOT SPECIFIED
Ord_3749,09-05-2012,MEDIUM
Ord_4045,09-05-2012,MEDIUM
Ord_562,10-05-2012,CRITICAL
Ord_3365,10-05-2012,LOW
Ord_3504,10-05-2012,CRITICAL
Ord_5350,10-05-2012,CRITICAL
Ord_1091,11-05-2012,LOW
Ord_2543,11-05-2012,HIGH
Ord_3856,11-05-2012,MEDIUM
Ord_4885,12-05-2012,LOW
Ord_483,01-06-2012,LOW
Ord_3116,01-06-2012,CRITICAL
Ord_875,02-06-2012,LOW
Ord_2591,02-06-2012,NOT SPECIFIED
Ord_3291,02-06-2012,NOT SPECIFIED
Ord_3331,02-06-2012,HIGH
Ord_371,03-06-2012,LOW
Ord_3485,03-06-2012,CRITICAL
Ord_4457,03-06-2012,HIGH
Ord_1491,04-06-2012,HIGH
Ord_3732,04-06-2012,NOT SPECIFIED
Ord_1443,05-06-2012,HIGH
Ord_2659,05-06-2012,LOW
Ord_3045,05-06-2012,MEDIUM
Ord_4059,05-06-2012,CRITICAL
Ord_5065,05-06-2012,MEDIUM
Ord_97,06-06-2012,CRITICAL
Ord_2665,06-06-2012,LOW
Ord_4187,06-06-2012,MEDIUM
Ord_4847,07-06-2012,NOT SPECIFIED
Ord_1703,08-06-2012,HIGH
Ord_2684,08-06-2012,MEDIUM
Ord_2291,09-06-2012,HIGH
Ord_2839,09-06-2012,NOT SPECIFIED
Ord_4781,09-06-2012,LOW
Ord_209,10-06-2012,MEDIUM
Ord_692,10-06-2012,HIGH
Ord_1577,10-06-2012,NOT SPECIFIED
Ord_3625,10-06-2012,MEDIUM
Ord_4476,10-06-2012,HIGH
Ord_99,11-06-2012,LOW
Ord_2124,11-06-2012,MEDIUM
Ord_3193,11-06-2012,CRITICAL
Ord_3832,11-06-2012,NOT SPECIFIED
Ord_1785,12-06-2012,MEDIUM
Ord_2658,12-06-2012,LOW
Ord_475,01-07-2012,LOW
Ord_5002,01-07-2012,HIGH
Ord_172,02-07-2012,CRITICAL
Ord_2129,02-07-2012,HIGH
Ord_2365,02-07-2012,NOT SPECIFIED
Ord_2606,02-07-2012,NOT SPECIFIED
Ord_4933,02-07-2012,MEDIUM
Ord_5438,02-07-2012,HIGH
Ord_1637,03-07-2012,LOW
Ord_3506,03-07-2012,MEDIUM
Ord_5246,03-07-2012,LOW
Ord_261,04-07-2012,HIGH
Ord_2937,04-07-2012,LOW
Ord_4165,04-07-2012,LOW
Ord_4372,04-07-2012,HIGH
Ord_1607,05-07-2012,MEDIUM
Ord_2440,05-07-2012,MEDIUM
Ord_2826,05-07-2012,LOW
Ord_3846,05-07-2012,NOT SPECIFIED
Ord_4004,05-07-2012,HIGH
Ord_1209,06-07-2012,HIGH
Ord_1435,06-07-2012,CRITICAL
Ord_2951,06-07-2012,CRITICAL
Ord_4117,06-07-2012,NOT SPECIFIED
Ord_4860,06-07-2012,HIGH
Ord_419,07-07-2012,MEDIUM
Ord_1497,07-07-2012,LOW
Ord_1560,07-07-2012,LOW
Ord_417,08-07-2012,LOW
Ord_1010,08-07-2012,HIGH
Ord_2226,08-07-2012,LOW
Ord_3279,08-07-2012,NOT SPECIFIED
Ord_4705,08-07-2012,MEDIUM
Ord_5181,08-07-2012,HIGH
Ord_2928,09-07-2012,MEDIUM
Ord_5424,09-07-2012,MEDIUM
Ord_59,10-07-2012,NOT SPECIFIED
Ord_2198,10-07-2012,HIGH
Ord_3638,10-07-2012,NOT SPECIFIED
Ord_3684,10-07-2012,MEDIUM
Ord_4836,10-07-2012,HIGH
Ord_4921,10-07-2012,NOT SPECIFIED
Ord_869,11-07-2012,NOT SPECIFIED
Ord_1078,11-07-2012,HIGH
Ord_3161,11-07-2012,NOT SPECIFIED
Ord_4513,12-07-2012,CRITICAL
Ord_4536,12-07-2012,LOW
Ord_36,01-08-2012,LOW
Ord_92,01-08-2012,LOW
Ord_2428,01-08-2012,NOT SPECIFIED
Ord_3785,01-08-2012,MEDIUM
Ord_3803,01-08-2012,LOW
Ord_4395,01-08-2012,MEDIUM
Ord_4940,01-08-2012,HIGH
Ord_164,02-08-2012,CRITICAL
Ord_2480,02-08-2012,NOT SPECIFIED
Ord_2677,02-08-2012,LOW
Ord_3433,02-08-2012,HIGH
Ord_3859,02-08-2012,HIGH
Ord_4169,02-08-2012,MEDIUM
Ord_1502,03-08-2012,LOW
Ord_2233,03-08-2012,MEDIUM
Ord_5473,03-08-2012,NOT SPECIFIED
Ord_2184,04-08-2012,NOT SPECIFIED
Ord_4042,04-08-2012,HIGH
Ord_1545,05-08-2012,CRITICAL
Ord_5171,05-08-2012,HIGH
Ord_5483,05-08-2012,MEDIUM
Ord_9,06-08-2012,NOT SPECIFIED
Ord_1296,06-08-2012,MEDIUM
Ord_1743,06-08-2012,MEDIUM
Ord_2397,06-08-2012,HIGH
Ord_3008,06-08-2012,NOT SPECIFIED
Ord_3025,06-08-2012,NOT SPECIFIED
Ord_4089,07-08-2012,MEDIUM
Ord_4250,07-08-2012,HIGH
Ord_3713,08-08-2012,MEDIUM
Ord_335,09-08-2012,MEDIUM
Ord_1419,09-08-2012,LOW
Ord_2474,09-08-2012,CRITICAL
Ord_28,10-08-2012,CRITICAL
Ord_554,10-08-2012,LOW
Ord_3886,10-08-2012,HIGH
Ord_1625,11-08-2012,HIGH
Ord_1845,11-08-2012,NOT SPECIFIED
Ord_1976,11-08-2012,LOW
Ord_3961,11-08-2012,MEDIUM
Ord_3681,12-08-2012,NOT SPECIFIED
Ord_5051,12-08-2012,CRITICAL
Ord_1708,01-09-2012,HIGH
Ord_3991,01-09-2012,HIGH
Ord_5479,01-09-2012,NOT SPECIFIED
Ord_1857,02-09-2012,NOT SPECIFIED
Ord_1881,02-09-2012,LOW
Ord_2616,02-09-2012,CRITICAL
Ord_2687,02-09-2012,LOW
Ord_599,03-09-2012,CRITICAL
Ord_2308,03-09-2012,LOW
Ord_3318,03-09-2012,LOW
Ord_101,04-09-2012,NOT SPECIFIED
Ord_1584,04-09-2012,MEDIUM
Ord_1768,04-09-2012,MEDIUM
Ord_1778,04-09-2012,MEDIUM
Ord_2866,04-09-2012,NOT SPECIFIED
Ord_2913,04-09-2012,LOW
Ord_2976,04-09-2012,CRITICAL
Ord_4742,04-09-2012,CRITICAL
Ord_3336,05-09-2012,CRITICAL
Ord_3511,05-09-2012,MEDIUM
Ord_5392,05-09-2012,LOW
Ord_4718,06-09-2012,NOT SPECIFIED
Ord_176,07-09-2012,NOT SPECIFIED
Ord_329,07-09-2012,HIGH
Ord_764,07-09-2012,CRITICAL
Ord_1218,07-09-2012,HIGH
